YEAR,GEOID,Population,MedianAge,MHI,MedianRent,MedianValue,PercEduAttain,PercPoverty,PercWhite,PercBlack
2012,11001000502,3076,39.3,108182,1540,1000000,85.3,4.6,86.9,5.1
2012,11001000600,4472,47,120045,1446,965300,81.9,8,83.5,8.7
2012,11001000701,4478,44.3,82379,1411,391800,83.4,2.7,85.9,14.3
2012,11001000702,3184,30.7,64113,1428,294400,81.8,11,86.2,5.3
2012,11001000801,7064,42,120313,1906,791500,85.1,12,86.5,5.2
2012,11001000802,2552,40.7,115230,1427,767700,86.6,9.6,91.3,8.8
2012,11001000901,7495,20.2,221771,1579,1000001,89.5,10.8,88,8
2012,11001000902,2302,42.6,184583,2001,933100,84,3.3,93.2,2.1
2012,11001001001,7996,38.2,161450,1737,842500,87.6,4.8,91.7,4
2012,11001001002,3144,32.5,91455,1671,442300,77.5,19.2,84.4,6.1
2012,11001001100,4272,47.5,121250,1677,845600,84.1,5.4,85.7,6.9
2012,11001001200,5164,36.9,108125,1592,764000,85.1,6.6,83,6.6
2012,11001001301,4199,33.9,83594,1823,1000001,92.2,10.9,77.9,8.2
2012,11001001302,7635,35.2,84758,1563,428200,86,7.4,87.8,5.3
2012,11001001401,3469,39,124500,1483,913700,88.1,8,85.5,7.2
2012,11001001402,2974,45,94444,991,785500,76.6,9.2,76.2,19.6
2012,11001001500,6066,46.7,193233,2001,862400,84.6,2.9,83.1,14.3
2012,11001001600,4287,49.5,130786,1092,698800,73.1,3.6,24.2,71.3
2012,11001001702,2767,38,98981,1725,416300,55.7,14,37.3,56.8
2012,11001001803,3316,39.1,42206,1013,502500,35.7,9.7,9.5,71.7
2012,11001001804,5220,35.2,38597,974,454300,21.6,27.7,24.3,59
2012,11001001901,3832,43.2,64279,975,383000,36.5,6.8,10.3,88
2012,11001001902,2194,42.8,66976,1107,408100,41.7,8.7,12.3,81.7
2012,11001002001,2427,41.6,47862,1046,706300,43.5,6.2,30.3,50.3
2012,11001002002,3688,44.2,57821,1028,534200,43.2,12.2,28.4,57.1
2012,11001002101,5562,36.3,55705,982,316400,22.3,18.1,14,65.8
2012,11001002102,4816,36.5,45385,944,373700,34,19.2,9.4,64.1
2012,11001002201,3665,35.2,66071,1784,366000,28.5,6.2,13.1,78.3
2012,11001002202,3492,34.1,42661,868,346300,29.8,20.4,7.9,76
2012,11001002301,2838,39.6,65729,942,386200,40,13.4,21.3,70.3
2012,11001002302,1647,44.7,60898,1782,324700,43,28.4,28.7,68.4
2012,11001002400,3670,37.4,63646,1084,430300,36.5,14.6,22.9,65.6
2012,11001002501,2319,37.6,27143,897,586300,33.1,37.7,21.8,73.3
2012,11001002502,5011,35.3,41824,1063,458900,28.7,17.8,33.8,46.7
2012,11001002600,2426,47.1,108472,1457,872300,71.1,7.7,40.6,50
2012,11001002701,4849,32.5,52833,1230,568800,66.2,15.9,73.1,20.1
2012,11001002702,5172,32.7,91961,1249,758700,62.2,5.5,68.9,21.2
2012,11001002801,4037,31.1,47037,1051,439600,43.7,23.6,39.2,43.5
2012,11001002802,4740,29.8,47721,1008,375900,32.8,19.8,56.5,28.5
2012,11001002900,4641,30.4,64493,997,551500,47.3,14.2,51.5,32.5
2012,11001003000,3505,30,63438,1519,533100,60.3,28.7,44,50.7
2012,11001003100,3368,29.1,61750,1184,363900,40.2,10.7,47.8,28.9
2012,11001003200,4880,34.8,68750,791,375200,32.8,15.7,39.1,55
2012,11001003301,3033,34.4,88674,2001,516800,63.9,16.8,33.6,60.5
2012,11001003302,2052,35.9,107159,1347,526800,63.8,16.7,29.1,64.7
2012,11001003400,4950,21,53398,638,434900,55.4,23.7,25,68.9
2012,11001003500,3728,23.6,64183,966,419300,38.3,26,23.2,68
2012,11001003600,4301,33.6,60284,1098,583100,48.1,12.9,49.2,39.8
2012,11001003700,4964,29.2,55479,1131,441200,54.2,16.4,43.9,47.7
2012,11001003800,4689,33.5,89853,1368,594500,74.2,10,63.4,19.7
2012,11001003900,4368,34,76563,1404,400000,81.6,6.8,71.7,18.5
2012,11001004001,3533,38.4,106227,1634,477200,91,2.7,91.1,3.7
2012,11001004002,2408,34.6,89868,1538,566700,83,3.9,83,7.2
2012,11001004100,2735,44.2,107734,1900,991300,83.1,6.1,87,3.9
2012,11001004201,3559,31.1,87237,1688,531400,83.6,9.9,84.3,8.3
2012,11001004202,2545,32,82594,1566,568000,91.4,7.6,83.9,3.2
2012,11001004300,2952,38.2,75625,1231,597500,66.8,7.1,63.3,33.3
2012,11001004400,5327,32.4,105635,1813,601600,78.8,15.6,67.5,25.5
2012,11001004600,2666,32.2,74643,1216,452300,46.9,9.7,29.1,65.2
2012,11001004701,3158,28.7,26122,616,444900,39.8,30.7,18.3,72.3
2012,11001004702,1766,32.4,72607,1396,488600,61.4,17.3,43,51.3
2012,11001004801,2018,39.5,84875,920,573500,52.5,12.1,37.7,57.1
2012,11001004802,3081,32.7,61417,993,484200,43,20.3,27.6,54.8
2012,11001004901,2359,30,54010,678,756600,54.7,21.2,54,42.6
2012,11001004902,2709,29.9,94375,1581,590600,62.3,10.2,65.3,26.7
2012,11001005001,1868,31.8,127828,1789,721700,74.6,8.9,67.1,29.2
2012,11001005002,6111,34.8,76175,1317,550700,53.4,11.1,66.6,19.5
2012,11001005201,5340,34.5,78438,1550,492800,83.5,8.9,77.4,13
2012,11001005301,5349,33,92771,1693,468000,91.6,8.6,87.5,5.7
2012,11001005500,6651,32.3,97596,1943,564000,87.8,12.1,80.4,6
2012,11001005600,6061,27.7,64446,1596,497400,82.4,25,71.9,9.1
2012,11001005800,2678,34.4,123500,2001,480500,83.3,6.8,66.1,7.5
2012,11001005900,3452,30,84375,2001,461700,58.7,28.5,53,35.3
2012,11001006202,0,NA,NA,NA,NA,NA,NA,NA,NA
2012,11001006400,1821,36,22599,368,372500,18.2,33.9,3.3,86.8
2012,11001006500,2591,36.5,140243,1486,727700,83.8,3.9,90.8,4.9
2012,11001006600,1919,34.7,139250,1653,897300,94.6,5,95.2,2.1
2012,11001006700,4139,37.7,141150,1612,790700,85.4,4.3,81.2,13.7
2012,11001006801,1998,36.6,89265,1144,448500,49.2,12.1,36.5,62.6
2012,11001006802,2452,35.7,103114,1432,497000,53,8.7,41.7,54.9
2012,11001006804,2769,33.9,NA,NA,NA,2.8,93.5,3.6,92.2
2012,11001006900,2366,36.5,115139,1208,620200,70.6,4.8,64.4,28.9
2012,11001007000,2566,34.3,110192,1468,625400,79.5,6.1,82.3,14.6
2012,11001007100,3267,30.8,55677,396,411400,47.4,47.3,31.9,65.1
2012,11001007200,2817,31.4,89181,1856,405100,68.5,12,58,35.8
2012,11001007301,3170,22.7,66250,2001,NA,41.6,2,72.5,19
2012,11001007304,3744,34.3,33341,626,264500,10.5,38,1.7,98.3
2012,11001007401,2327,26.4,13730,393,262000,7.2,53,3.5,96.2
2012,11001007403,3273,27.1,30000,966,173300,5.4,35.4,0.1,98.4
2012,11001007404,3476,25.4,29454,1023,263900,18.8,39,1.6,97.8
2012,11001007406,3431,21.4,29963,1074,350000,4.9,42.5,0,100
2012,11001007407,2404,34.2,37269,929,259800,10.2,22.3,1.6,99.5
2012,11001007408,3379,25.1,18630,895,753500,3.1,53.8,1.2,98.5
2012,11001007409,3788,27.3,25474,830,295800,8.8,40.6,0,100
2012,11001007502,4686,26.5,28804,858,272400,11.7,47,1,99.2
2012,11001007503,2545,26.7,32262,1024,237700,8.2,40.8,0,99.8
2012,11001007504,2475,29.1,18924,842,216300,11.4,54.4,2.1,97.9
2012,11001007601,4314,43.1,42121,873,268900,10,18.5,2,97.5
2012,11001007603,3606,48.8,48674,884,238100,28.8,12.6,9.3,89.2
2012,11001007604,3476,45.7,53323,953,389800,31.1,14.1,5.6,92.5
2012,11001007605,3763,38.6,42863,947,281300,16.7,27.8,1.5,95.1
2012,11001007703,5455,31.4,35496,860,233500,10.2,26.9,0,99.1
2012,11001007707,4287,34.4,50091,730,271000,16.5,15.8,2.1,98.4
2012,11001007708,2704,37.7,27256,871,202000,13.4,33.5,0.9,99.1
2012,11001007709,1597,47.3,32725,884,232900,11.5,19.1,4.1,94
2012,11001007803,2774,42.1,25000,1107,260900,18.1,25.3,1.3,97.7
2012,11001007804,3087,34.6,29320,608,259500,7.3,25.7,0.8,95.4
2012,11001007806,2213,40.7,39632,831,250000,15.1,21.9,6.6,93.5
2012,11001007807,2271,34.7,21813,845,200800,5.4,37.4,0.5,99.8
2012,11001007808,4537,24.3,38929,496,230100,21,37.3,1.3,96.2
2012,11001007809,2575,37.6,33297,916,195700,14.6,29.7,1.9,97.7
2012,11001007901,4205,33.3,33569,1013,352200,21.5,30.9,9.8,87.3
2012,11001007903,1573,40.3,40577,863,293200,26.7,22.4,5.3,92.5
2012,11001008001,2735,34.3,92500,1438,520100,61.4,13.9,47.9,45.4
2012,11001008002,3671,35.2,102784,1483,523000,59.6,7.1,58.9,39.2
2012,11001008100,3399,30.7,125518,1499,662400,76.2,5.3,74.2,22.5
2012,11001008200,2937,32.3,94342,1450,757900,90.5,7.7,89,3.9
2012,11001008301,2696,31.8,110875,1825,677000,82.1,10.6,82.5,15.5
2012,11001008302,2347,33.5,108750,1788,608000,85,4.8,74.4,20.9
2012,11001008402,2157,36.1,80143,1204,561400,63.1,11.2,56.9,41.5
2012,11001008410,1388,34.3,98750,1427,381000,49.9,7.6,29.3,68.3
2012,11001008701,2125,40.3,52188,1202,414600,32.5,18,17.2,83.6
2012,11001008702,1884,35.6,55441,840,349500,29.1,19.7,14.3,78.7
2012,11001008802,4521,35.9,39583,964,323500,28.9,35.8,13.2,85.1
2012,11001008803,2142,24.8,24667,898,232000,15.3,50.5,32.7,57.7
2012,11001008804,2834,40,28023,1020,246500,9.3,33.7,3.6,91.8
2012,11001008903,2690,34.2,30440,1010,245300,13.2,29.6,5,91.2
2012,11001008904,3212,42.6,26587,764,211600,14.2,27.2,2.6,90.6
2012,11001009000,2781,50.6,35769,407,320800,29.9,16.5,2.5,97.6
2012,11001009102,4849,32.5,33438,687,287100,14.7,28.7,6.9,92.1
2012,11001009201,1786,27.6,54044,1122,293900,34.4,23.1,30.5,66.7
2012,11001009203,2592,29.9,46958,973,330100,38.1,14.8,17.4,80.1
2012,11001009204,2612,39,25341,435,247900,16.4,35.5,11.9,77
2012,11001009301,3210,41.8,76599,1165,419800,51.4,16.1,33,62.9
2012,11001009302,1151,41.7,65931,1091,362200,29.5,2.7,18.7,72.2
2012,11001009400,4136,46,66500,809,376000,31.2,14.7,9.2,87.1
2012,11001009501,6426,23,40760,1076,295400,20.9,30.7,27.3,59.2
2012,11001009503,3151,47.8,78571,1355,383700,51.1,17.6,15.6,83.3
2012,11001009504,2829,45.9,54107,922,357500,32.2,8.7,13.3,79.5
2012,11001009505,2802,45.2,71546,1514,345600,34.3,9.3,1.6,89.2
2012,11001009507,1443,50.2,48974,1066,319600,32,11.6,7,91.4
2012,11001009508,3242,43.2,53860,1123,315100,36,8.5,4.9,86.9
2012,11001009509,3057,44.9,67877,1234,328300,28,5.4,8.7,83.6
2012,11001009601,2715,26,35754,429,320500,22.5,42.9,0,100
2012,11001009602,2928,29.2,20773,811,270100,4.2,48.1,0,100
2012,11001009603,2894,44,40666,949,208200,15.7,20.8,2.8,97.6
2012,11001009604,2076,46.5,45903,936,227200,18.9,13.1,1,99.2
2012,11001009700,2822,29.4,27008,1022,253100,15.3,40,0.2,98.5
2012,11001009801,1767,26,29276,897,188500,15.9,42.6,2.4,99.3
2012,11001009802,1209,28.8,23438,611,235400,12,53.1,1.3,98.7
2012,11001009803,2471,32.2,18936,840,232200,11.5,41.3,1.8,98.2
2012,11001009804,2777,29,51776,973,240300,14.8,20.6,1.8,97.7
2012,11001009807,3109,39.8,39063,870,231800,13.6,26.4,4.2,96.7
2012,11001009810,2199,26.1,26667,853,169200,5,37.1,0.9,99.1
2012,11001009811,4121,25.3,24741,723,170400,7.1,44.5,0,99.5
2012,11001009901,2227,52.7,83934,1125,338500,42.3,7.8,8.3,91.8
2012,11001009902,2718,45.8,53776,726,240800,22.7,19.3,1.1,98.5
2012,11001009903,1319,44.1,55665,873,262900,21.8,21.2,2.8,97.2
2012,11001009904,1508,35.7,37083,869,203200,14.5,29.4,1.6,96.3
2012,11001009905,2510,34.5,37256,891,240500,14,26.5,1,98.3
2012,11001009906,1455,36.5,40926,852,202400,10.4,20.9,2,98
2012,11001009907,2683,26.1,23964,533,222000,5.2,44.4,2.2,97.8
2012,11001010100,2600,33.9,59333,1369,385200,71.6,12.3,67.8,13.7
2012,11001010200,2436,39.8,82656,1579,397600,73.3,9.5,55.6,40.7
2012,11001010300,3262,40.1,58750,984,416100,33.7,17.4,17.6,67.3
2012,11001010400,4368,35.8,40025,822,278000,17.2,32.8,3.4,96.7
2012,11001010500,4178,36.3,67235,1193,345900,57.7,11.8,44.7,46.2
2012,11001010600,4050,30.8,80888,1970,404600,61.1,18,49.3,42.2
2012,11001010700,2020,27.9,79076,1902,426500,81.6,26,76.6,9.9
2012,11001010800,6471,19.9,20673,1427,268300,85,57.9,73.6,14.4
2012,11001010900,3470,23.5,32143,1020,135300,18.1,54.1,2.6,96.7
2012,11001011000,3384,50.7,90637,1365,264700,77.8,5.4,53.3,39.4
2012,11001011100,4811,43.4,58824,821,343700,22.9,13.6,8.7,88
2013,11001000100,4999,38.2,146161,1836,1000001,90,4.5,91.1,1.8
2013,11001000201,3909,19.5,NA,NA,NA,44.2,100,78.3,9.8
2013,11001000202,4866,28,149375,2001,1000001,91.8,19.2,90.3,4.9
2013,11001000300,5909,31.9,111289,1687,723900,81.7,13,89.5,2.4
2013,11001000400,1507,47.3,233250,2001,1000001,78.6,8.2,86.7,7.1
2013,11001000501,3357,30.9,95556,1753,975000,87.4,10.1,84.7,5.5
2013,11001000502,3030,40.1,115216,1611,926300,84.4,4.8,88.8,4.8
2013,11001000600,4479,45.2,125921,1568,979600,86.4,10.9,85,8.4
2013,11001000701,4915,42.2,70515,1563,374800,82.5,4.8,84.3,4.1
2013,11001000702,3286,29.8,70033,1473,286100,81.1,7.3,83.9,5.5
2013,11001000801,6517,45,119641,2001,801800,82.9,12.9,87.3,8.2
2013,11001000802,2653,39,113523,1484,835800,88.9,13.9,88.4,7.7
2013,11001000901,7560,20.5,201250,1640,1000001,84.7,11.5,86.5,9
2013,11001000902,2134,43,185500,1786,962600,83.9,3.3,93.3,2.5
2013,11001001001,8074,38.1,156786,2001,846600,88,5.2,91.8,5.7
2013,11001001002,3299,30.9,84063,1635,436000,78.3,26.8,82.7,7
2013,11001001100,4343,47.3,129118,1800,849500,83.9,4.8,86.4,9.9
2013,11001001200,4985,39.3,105262,1670,762500,84.5,6.8,85,6.5
2013,11001001301,4160,35.3,109567,1869,1000001,93.2,8.7,85.4,10.9
2013,11001001302,7696,34.1,83583,1704,407400,88.4,8.9,86.3,8.6
2013,11001001401,3345,40.5,120417,1593,922800,88.2,10.7,86,6.9
2013,11001001402,2914,44.4,105568,1107,775500,78.6,8.7,78.2,16.3
2013,11001001500,6159,45.4,204333,2001,896600,84.4,3.1,82.7,16.1
2013,11001001600,4200,49.9,140688,982,709900,77.8,3.7,23.4,76.3
2013,11001001702,2947,40.7,98657,1797,415700,55.4,11.4,39.9,55.8
2013,11001001803,3656,38.1,44335,1063,466900,35.6,10.2,12.3,70.4
2013,11001001804,5507,35.2,42476,1005,422300,22.5,20.3,27.7,52.3
2013,11001001901,3935,41.2,78662,1096,379200,33.8,9.4,12.5,83.7
2013,11001001902,2170,42.6,74625,1204,409300,39.7,9,15.5,78.1
2013,11001002001,2548,36.9,49006,1065,675800,42.1,8.4,26.1,45.4
2013,11001002002,3698,44.6,59840,1045,483300,41.9,16.8,32.8,53.8
2013,11001002101,5752,36.3,45987,974,323200,23.9,19.2,13.1,64
2013,11001002102,4901,35.2,50142,969,366300,39.5,19,10.1,64.7
2013,11001002201,3668,34.2,68170,1900,367200,29.7,7,14.1,76.8
2013,11001002202,3595,34.2,41875,936,341500,30.6,23.6,7.1,74.4
2013,11001002301,2868,38.6,66509,907,373400,38.3,14.4,21.9,68.8
2013,11001002302,1808,36,60263,1771,305900,49.5,34.3,39.8,57.6
2013,11001002400,3914,37.6,65227,1282,438400,40.1,12.2,28.6,60.1
2013,11001002501,2516,36.1,30694,743,593100,43.8,31.7,32.3,64.9
2013,11001002502,5509,35.4,54018,1193,448100,33,15.1,32.6,49.1
2013,11001002600,2395,47.5,126597,1537,863200,72.1,5.8,42.8,47.5
2013,11001002701,4600,34.5,65633,1299,607100,66.3,12.2,77.5,20.6
2013,11001002702,5847,32.8,100000,1277,790500,68.2,4.3,77.1,15.1
2013,11001002801,4210,32.3,49232,1145,426500,40.6,18.8,38.8,38.1
2013,11001002802,4877,30.1,46421,1062,439200,37.9,17.4,54.1,25
2013,11001002900,4746,30.9,82120,1142,538400,53.8,8.7,52,31.1
2013,11001003000,3737,28.6,63309,1535,556600,67.3,26.8,45.1,49.2
2013,11001003100,3280,28.8,63750,1242,379300,41,10.9,44.6,33.2
2013,11001003200,4734,36.2,67988,869,380800,29.4,15.3,35.1,55.8
2013,11001003301,3325,32,93903,2001,535500,60.7,14.8,42,50.4
2013,11001003302,2202,35,87393,1393,570900,62.8,19.1,30.2,59.3
2013,11001003400,5012,22,70263,1105,500900,64.9,24,26.9,68.3
2013,11001003500,4489,22.9,66830,913,410500,42.2,27.7,23.3,67.9
2013,11001003600,4469,33.2,75505,1240,629400,55,12.8,49.2,38
2013,11001003700,5551,28.3,58663,1120,440500,57.6,14.7,45.5,41.3
2013,11001003800,5028,33.2,93461,1393,586200,74.4,9.6,70.1,16.8
2013,11001003900,4666,34.4,80750,1473,427000,81.6,11.2,75.2,16.1
2013,11001004001,3427,38.7,102757,1740,507400,92.4,2.2,92.7,1.3
2013,11001004002,2675,34.2,89675,1598,566300,81.1,3.9,82.2,9.2
2013,11001004100,2698,44.1,114602,2001,1000001,82.8,6.4,87.4,6.9
2013,11001004201,3734,30.9,89851,1724,501800,83.3,5.8,81.1,11
2013,11001004202,2789,31.6,90707,1573,490200,93.8,7.3,83.9,4.2
2013,11001004300,3287,36.4,71021,1294,669500,71.4,12.5,62.1,31.4
2013,11001004400,5496,32.7,119638,1904,599900,82.4,14.9,67.4,26.3
2013,11001004600,2797,34.1,80985,1192,465000,48.4,10.2,34.3,60.4
2013,11001004701,3582,29.4,24962,540,435700,38.4,26.7,20.6,71.8
2013,11001004702,2211,32.7,81875,1766,423400,63.2,16.1,45.5,45.6
2013,11001004801,2148,38.7,86629,1008,568700,55.5,11.7,36.3,52.3
2013,11001004802,3220,32,61875,964,469700,47.6,21.8,31.6,52.5
2013,11001004901,2403,31.3,52824,747,715800,55.2,23.7,51.4,43
2013,11001004902,2652,32.7,93203,1471,519100,63.2,13.8,64.6,21.9
2013,11001005001,2044,32,130173,1864,726100,80.9,7.9,70.6,25.6
2013,11001005002,5567,35.1,81316,1416,514500,62,11.7,69.9,19.4
2013,11001005201,5835,31.4,92255,1699,491900,84.5,7.8,76.8,11.5
2013,11001005301,5202,31.9,83393,1711,463100,91.5,6.9,85.9,5.1
2013,11001005500,6321,32.2,96793,1918,552800,88.3,15.9,80.1,5.7
2013,11001005600,6123,28.5,70793,1735,503200,81,19.6,77.1,7.3
2013,11001005800,2664,35.4,118194,2001,471000,82.8,11.9,66.5,8.8
2013,11001005900,3160,29.5,83977,2001,459400,64.5,24.1,59.1,28.7
2013,11001006202,0,NA,NA,NA,NA,NA,NA,NA,NA
2013,11001006400,2165,33.4,20321,395,358500,18.8,47.8,3.8,89.1
2013,11001006500,2471,36.3,132794,1768,698700,81.6,6.5,90.1,7
2013,11001006600,1869,38.8,158286,1630,910100,90.9,4.2,92.8,3.5
2013,11001006700,3979,37.4,137143,1668,759800,86.7,4.6,83.1,12.4
2013,11001006801,2005,34.5,85114,1177,467600,49.3,16.2,35.3,62.4
2013,11001006802,2256,36.3,104239,1440,512100,58.4,11.6,52.3,44.6
2013,11001006804,2958,33.9,NA,NA,NA,2.9,94.5,3.1,92.9
2013,11001006900,2388,38.9,111667,1475,644000,73,4.4,69.9,26.5
2013,11001007000,2476,34.1,98281,1472,657600,81.1,9.4,83.3,15.3
2013,11001007100,3270,32.9,72941,1062,443000,53.2,37.7,39.3,57.8
2013,11001007200,3485,31,91458,1962,403400,71.3,12.5,63.9,32.1
2013,11001007301,3282,23,72629,2001,NA,44.3,2.9,74.9,20.6
2013,11001007304,3708,34.1,23867,690,246600,11,43.2,1.9,98.1
2013,11001007401,2524,25.3,15393,458,251400,7,57.3,2.3,97.5
2013,11001007403,3412,24,27652,1033,205000,6.5,36.9,0.1,98.5
2013,11001007404,3425,25,28347,966,247800,18.1,43,1.1,98.8
2013,11001007406,3389,19.8,21484,1094,316700,3.4,43.7,0,100
2013,11001007407,2601,33.9,37586,966,248600,11.5,17.8,4.1,98.9
2013,11001007408,3050,29.4,25058,999,390700,3.1,41.7,1.3,97.6
2013,11001007409,3963,25.7,26862,913,275300,6.3,36.3,0,100
2013,11001007502,4951,29.3,19559,849,251400,11.7,49.7,1.1,99
2013,11001007503,2416,27.1,33512,1046,247700,9.8,38.2,0.1,99.4
2013,11001007504,2281,28.5,17372,871,217000,14.7,51.6,2.4,97.6
2013,11001007601,4130,43.6,43256,899,264300,12.6,20.6,1.9,97.2
2013,11001007603,3362,49.4,53701,955,274200,25.8,16,10.1,89.3
2013,11001007604,3441,45.4,52764,1046,362500,30.1,17.7,4.6,93.8
2013,11001007605,3666,41.5,42222,996,258000,15.8,30.5,2.5,94.5
2013,11001007703,5216,32.7,31737,852,221900,8.9,31.2,0,97.9
2013,11001007707,4263,33.7,49068,734,260400,17.2,20,1.8,98.8
2013,11001007708,2793,36.7,26761,900,195000,8.8,41.3,0.9,99.1
2013,11001007709,1632,48.4,33396,891,229800,14.3,25,4.7,93.2
2013,11001007803,2902,42.2,32750,1092,222300,15.3,21.6,1,97.5
2013,11001007804,3240,40.5,36484,600,208800,8,31.5,1.3,94.9
2013,11001007806,2127,40.9,37755,880,237800,11.9,22.6,2.7,97.3
2013,11001007807,2229,35.8,28854,861,181500,8.1,29.9,2.2,98.4
2013,11001007808,4701,22.7,31037,664,212200,16.4,40.6,0.7,98.6
2013,11001007809,2708,37.4,34054,951,191900,14.9,30.2,2.1,97.2
2013,11001007901,4328,33.7,38155,1055,364400,23.1,25.7,10.7,85.9
2013,11001007903,1634,40.9,42219,911,296400,25.4,20.5,10.9,88.9
2013,11001008001,2706,36,100969,1479,544900,66.4,11.2,51.4,40.9
2013,11001008002,3694,35.4,108478,1487,523100,61.7,8,61.4,36.5
2013,11001008100,3296,33.4,127179,1554,688800,79.7,4,82.5,15.5
2013,11001008200,3004,30.4,92385,1581,759300,92.3,8.4,91.7,4.2
2013,11001008301,2683,32.2,130536,1986,652000,86.3,7.8,80.1,14.1
2013,11001008302,2376,33.4,116875,1868,625000,84.2,6,76.3,20.5
2013,11001008402,2168,39.1,88516,1352,591600,59.8,11.7,53.2,44.7
2013,11001008410,1404,33,102900,1484,398400,56,7.2,36.5,59.6
2013,11001008701,2333,36.6,57212,1459,414100,38.1,15.3,24.6,76
2013,11001008702,2122,33.9,54259,886,356700,30.3,19.9,13.4,73.7
2013,11001008802,4483,38.5,39613,1032,317300,26.4,32.7,14.1,84.2
2013,11001008803,2099,24.1,18785,947,225500,13.2,52.2,30.5,59.9
2013,11001008804,2690,40.6,27441,984,237400,14.8,34.8,5.2,88.9
2013,11001008903,3075,35,34080,988,233100,18.1,32.9,5.9,91.6
2013,11001008904,3244,41.8,30295,770,216500,14.5,27.1,2.5,87.9
2013,11001009000,2967,49,31740,420,327800,28.8,16.3,2.9,97.4
2013,11001009102,5229,28.6,35685,757,283300,17.2,30.5,6.9,90.6
2013,11001009201,1709,32.5,50677,1155,293500,42.1,23.7,37.3,62.5
2013,11001009203,2609,33.5,63073,1006,326300,44.3,15.4,17,80.9
2013,11001009204,2930,34.4,24489,857,236900,18.3,38,10.4,77.9
2013,11001009301,3509,36.5,78415,1238,424300,50.5,13.8,32.7,61.5
2013,11001009302,1092,40.3,58424,1180,373300,33.2,3.1,16.1,71.8
2013,11001009400,4295,42.8,69701,989,384000,38.8,15.5,17.8,78.6
2013,11001009501,7006,23.4,45144,1056,306100,21.5,24.2,28.2,59.6
2013,11001009503,3257,43.9,79000,1307,364600,47.3,19.4,13.9,85.8
2013,11001009504,2847,45.9,61875,980,359600,35.6,10.8,16.2,75.3
2013,11001009505,2708,44.7,63661,1338,330300,30,12.2,1.3,87.7
2013,11001009507,1546,49.6,53646,1068,310100,30,4.1,7,92.2
2013,11001009508,3630,38.9,54500,1240,316900,35.1,10.6,5.5,79.7
2013,11001009509,3293,38.3,62432,1313,324700,28.9,5.5,9.5,84.7
2013,11001009601,2521,23.8,26620,479,302300,24.1,43.1,0.1,99.6
2013,11001009602,3182,26.5,21927,801,260600,5.7,40.3,0.3,96.5
2013,11001009603,2735,44.2,39268,1020,210400,16.7,15.9,2.4,93.2
2013,11001009604,2041,46.8,48641,905,204100,17.1,10.8,1.3,98.8
2013,11001009700,2931,31.1,32595,1061,248400,11.2,36.9,0.2,98.7
2013,11001009801,2099,25.1,27100,974,171000,13.3,46.9,2.7,99.6
2013,11001009802,1203,30,25086,663,122800,14,45.1,0,100
2013,11001009803,2683,32.6,19345,832,230600,10.5,43.4,1.6,98.4
2013,11001009804,2615,27.9,44356,986,239600,13.6,27.8,1,98.5
2013,11001009807,3102,40.2,35727,870,225900,13.9,33.2,4.1,96.6
2013,11001009810,2106,30.5,28239,881,160100,6.2,32.1,0.6,98
2013,11001009811,4820,23.8,25205,839,187800,6.6,45.1,0,99.6
2013,11001009901,2279,51.6,86500,977,342400,45.3,8.6,8.5,91.7
2013,11001009902,2960,41.9,42052,856,236400,20.8,25.7,0.9,98.8
2013,11001009903,1515,44,62219,851,263800,24,16.6,2.4,95.7
2013,11001009904,1773,32.3,35478,843,210800,12.7,33,1.7,96.7
2013,11001009905,2498,34.5,38310,896,232200,14.1,24.2,4.1,95.3
2013,11001009906,1213,39.2,42240,804,203000,12.5,19.5,2.2,97.8
2013,11001009907,2773,29.7,23607,533,219600,6.2,43.1,2.8,99.2
2013,11001010100,2443,33.9,70951,1447,379200,77,12.6,67.6,13
2013,11001010200,2576,39.6,84053,1645,522000,74.7,5.6,54.4,45.8
2013,11001010300,3162,44.2,57024,989,421700,38.5,19.9,19.1,65.8
2013,11001010400,4178,35.8,40078,841,263600,18.8,29.9,7.3,92.8
2013,11001010500,3660,35.5,71875,1218,333500,67.1,10.2,50.4,40.7
2013,11001010600,4651,30.6,90027,2001,426600,68.4,17.1,54.3,36.5
2013,11001010700,1814,29.2,65333,1938,557700,83,22.4,73.6,10.9
2013,11001010800,6615,20,24470,1484,263300,82.5,51.3,74.4,13.7
2013,11001010900,3949,22.2,26445,988,137100,10,61.6,1.9,97.7
2013,11001011000,3381,51,82275,1426,269100,78.6,4.1,60.2,34
2013,11001011100,4702,45.8,55108,873,336400,24.2,18.3,12.6,83.6
2014,11001000100,5184,37.7,170338,1974,1000001,89.8,2.4,92.1,1.3
2014,11001000201,3844,19.6,NA,NA,NA,50.7,86.4,75.4,11.2
2014,11001000202,4551,25.9,152256,2001,1000001,94.9,19.7,90.1,4.6
2014,11001000300,6079,31.9,135045,1787,720600,86.2,12,88.5,2.2
2014,11001000400,1527,48.1,225179,2001,1000001,77.5,9.6,85.7,10
2014,11001000501,3361,32.4,100109,1779,817000,88,10,86.6,5.8
2014,11001000502,3107,38.3,113688,1684,897100,85.3,3.8,88.4,5.1
2014,11001000600,4537,44.3,155031,1753,912400,85.2,7.2,82.4,10.9
2014,11001000701,5236,45.1,78040,1640,396300,84.7,7.4,87.5,4.4
